conc,rain_setting,exp,rep,Attribute,Value
1,4,2,3,em_t,0.92545762
1,4,3,1,cloudy,0.825764705
1,4,3,1,umbrella,0.913419857
1,4,3,1,em_tskew,0.915915802
1,4,3,1,em_t,0.932801284
1,4,3,2,cloudy,0.809119357
1,4,3,2,umbrella,0.948943064
1,4,3,2,em_tskew,0.911427576
1,4,3,2,em_t,0.921805913
1,4,3,3,cloudy,0.812381268
1,4,3,3,umbrella,0.914916676
1,4,3,3,em_tskew,0.918167492
1,4,3,3,em_t,0.929629296
1,4,4,1,cloudy,0.814298382
1,4,4,1,umbrella,1.366491734
1,4,4,1,em_tskew,0.910184413
1,4,4,1,em_t,0.926088574
1,4,4,2,cloudy,0.798841085
1,4,4,2,umbrella,1.449873343
1,4,4,2,em_tskew,0.899187824
1,4,4,2,em_t,0.926088574
1,4,4,3,cloudy,0.81181811
1,4,4,3,umbrella,0.915041512
1,4,4,3,em_tskew,0.910930126
1,4,4,3,em_t,0.92545762
1,4,5,1,cloudy,0.804525769
1,4,5,1,umbrella,1.509366359
1,4,5,1,em_tskew,0.91130319
1,4,5,1,em_t,0.92444892
1,4,5,2,cloudy,0.810018132
1,4,5,2,umbrella,0.927857368
1,4,5,2,em_tskew,0.911800827
1,4,5,2,em_t,0.91967144
1,4,5,3,cloudy,0.816106088
1,4,5,3,umbrella,0.97458214
1,4,5,3,em_tskew,0.914542261
1,4,5,3,em_t,0.926719927
2.5,1,1,1,cloudy,2.499817263
2.5,1,1,1,umbrella,2.499817263
2.5,1,1,1,em_tskew,2.499817263
2.5,1,1,1,em_t,2.499817263
2.5,1,1,2,cloudy,2.499817263
2.5,1,1,2,umbrella,2.499817263
2.5,1,1,2,em_tskew,2.499817263
2.5,1,1,2,em_t,2.499817263
2.5,1,1,3,cloudy,2.499817263
2.5,1,1,3,umbrella,2.499817263
2.5,1,1,3,em_tskew,2.499817263
2.5,1,1,3,em_t,2.499817263
2.5,1,2,1,cloudy,2.499817263
2.5,1,2,1,umbrella,2.499817263
2.5,1,2,1,em_tskew,2.499817263
2.5,1,2,1,em_t,2.499817263
2.5,1,2,2,cloudy,2.499817263
2.5,1,2,2,umbrella,2.502256288
2.5,1,2,2,em_tskew,2.499817263
2.5,1,2,2,em_t,2.499817263
2.5,1,2,3,cloudy,2.499817263
2.5,1,2,3,umbrella,2.499817263
2.5,1,2,3,em_tskew,2.499817263
2.5,1,2,3,em_t,2.499817263
2.5,1,3,1,cloudy,2.499817263
2.5,1,3,1,umbrella,2.511455985
2.5,1,3,1,em_tskew,2.499817263
2.5,1,3,1,em_t,2.499817263
2.5,1,3,2,cloudy,2.499817263
2.5,1,3,2,umbrella,2.50531346
2.5,1,3,2,em_tskew,2.499817263
2.5,1,3,2,em_t,2.499817263
2.5,1,3,3,cloudy,2.499817263
2.5,1,3,3,umbrella,2.540207966
2.5,1,3,3,em_tskew,2.499817263
2.5,1,3,3,em_t,2.499817263
2.5,1,4,1,cloudy,2.499817263
2.5,1,4,1,umbrella,2.502866975
2.5,1,4,1,em_tskew,2.499817263
2.5,1,4,1,em_t,2.499817263
2.5,1,4,2,cloudy,2.499817263
2.5,1,4,2,umbrella,2.499817263
2.5,1,4,2,em_tskew,2.499817263
2.5,1,4,2,em_t,2.499817263
2.5,1,4,3,cloudy,2.499817263
2.5,1,4,3,umbrella,2.50531346
2.5,1,4,3,em_tskew,2.499817263
2.5,1,4,3,em_t,2.499817263
2.5,1,5,1,cloudy,2.499817263
2.5,1,5,1,umbrella,2.504701277
2.5,1,5,1,em_tskew,2.499817263
2.5,1,5,1,em_t,2.499817263
2.5,1,5,2,cloudy,2.499817263
2.5,1,5,2,umbrella,2.501036032
2.5,1,5,2,em_tskew,2.499817263
2.5,1,5,2,em_t,2.499817263
2.5,1,5,3,cloudy,2.499817263
2.5,1,5,3,umbrella,2.499817263
2.5,1,5,3,em_tskew,2.499817263
2.5,1,5,3,em_t,2.499817263
2.5,2,1,1,cloudy,2.434974281
2.5,2,1,1,umbrella,2.538307427
2.5,2,1,1,em_tskew,2.466870287
2.5,2,1,1,em_t,2.443572786
2.5,2,1,2,cloudy,2.416313858
2.5,2,1,2,umbrella,0.437730069
2.5,2,1,2,em_tskew,2.450505223
2.5,2,1,2,em_t,2.42871537
2.5,2,1,3,cloudy,2.439550948
2.5,2,1,3,umbrella,2.561355822
2.5,2,1,3,em_tskew,2.468049533
2.5,2,1,3,em_t,2.447032997
2.5,2,2,1,cloudy,2.452245868
2.5,2,2,1,umbrella,0.442466286
2.5,2,2,1,em_tskew,2.467459736
2.5,2,2,1,em_t,2.45457145
2.5,2,2,2,cloudy,2.441272613
2.5,2,2,2,umbrella,2.514541455
2.5,2,2,2,em_tskew,2.47278047
2.5,2,2,2,em_t,2.452826756
2.5,2,2,3,cloudy,2.430986808
2.5,2,2,3,umbrella,2.522608517
2.5,2,2,3,em_tskew,2.449925681
2.5,2,2,3,em_t,2.433263417
2.5,2,3,1,cloudy,2.438977718
2.5,2,3,1,umbrella,0.441532797
2.5,2,3,1,em_tskew,2.473373414
2.5,2,3,1,em_t,2.452245868
2.5,2,3,2,cloudy,2.441272613
2.5,2,3,2,umbrella,2.482310024
2.5,2,3,2,em_tskew,2.465104022
2.5,2,3,2,em_t,2.447610865
2.5,2,3,3,cloudy,2.455736272
2.5,2,3,3,umbrella,0.439823661
2.5,2,3,3,em_tskew,2.47693848
2.5,2,3,3,em_t,2.458654279
2.5,2,4,1,cloudy,2.428148316
2.5,2,4,1,umbrella,2.501036032
2.5,2,4,1,em_tskew,2.459823869
2.5,2,4,1,em_t,2.438977718
2.5,2,4,2,cloudy,2.429850444
2.5,2,4,2,umbrella,2.493745598
2.5,2,4,2,em_tskew,2.462753845
2.5,2,4,2,em_t,2.436688078
2.5,2,4,3,cloudy,2.420805724
2.5,2,4,3,umbrella,0.445662298
2.5,2,4,3,em_tskew,2.46099483
2.5,2,4,3,em_t,2.437259996
2.5,2,5,1,cloudy,2.434403668
2.5,2,5,1,umbrella,2.519498095
2.5,2,5,1,em_tskew,2.468639677
2.5,2,5,1,em_t,2.442997247
2.5,2,5,2,cloudy,2.441272613
2.5,2,5,2,umbrella,0.439047745
2.5,2,5,2,em_tskew,2.474560358
2.5,2,5,2,em_t,2.451085101
2.5,2,5,3,cloudy,2.42871537
2.5,2,5,3,umbrella,2.520119406
2.5,2,5,3,em_tskew,2.456319193
2.5,2,5,3,em_t,2.436116486
2.5,3,1,1,cloudy,2.263845265
2.5,3,1,1,umbrella,0.529244209
2.5,3,1,1,em_tskew,2.430986808
2.5,3,1,1,em_t,2.494956986
2.5,3,1,2,cloudy,2.24620476
2.5,3,1,2,umbrella,0.508411873
2.5,3,1,2,em_tskew,2.380546634
2.5,3,1,2,em_t,2.444148657
2.5,3,1,3,cloudy,2.256656161
2.5,3,1,3,umbrella,0.52517813
2.5,3,1,3,em_tskew,2.393604491
2.5,3,1,3,em_t,2.481711759
2.5,3,2,1,cloudy,2.271086426
2.5,3,2,1,umbrella,0.513495852
2.5,3,2,1,em_tskew,2.408501319
2.5,3,2,1,em_t,2.475748712
2.5,3,2,2,cloudy,2.261923111
2.5,3,2,2,umbrella,0.505092092
2.5,3,2,2,em_tskew,2.411842079
2.5,3,2,2,em_t,2.463928243
2.5,3,2,3,cloudy,2.23914092
2.5,3,2,3,umbrella,0.482157185
2.5,3,2,3,em_tskew,2.396895772
2.5,3,2,3,em_t,2.442997247
2.5,3,3,1,cloudy,2.239610294
2.5,3,3,1,umbrella,0.515084681
2.5,3,3,1,em_tskew,2.397995278
2.5,3,3,1,em_t,2.45457145
2.5,3,3,2,cloudy,2.258568208
2.5,3,3,2,umbrella,0.534435489
2.5,3,3,2,em_tskew,2.411842079
2.5,3,3,2,em_t,2.478129666
2.5,3,3,3,cloudy,2.24620476
2.5,3,3,3,umbrella,0.514833645
2.5,3,3,3,em_tskew,2.401853095
2.5,3,3,3,em_t,2.471003745
2.5,3,4,1,cloudy,2.252843001
2.5,3,4,1,umbrella,0.504181081
2.5,3,4,1,em_tskew,2.42871537
2.5,3,4,1,em_t,2.502866975
2.5,3,4,2,cloudy,2.247623535
2.5,3,4,2,umbrella,0.509909377
2.5,3,4,2,em_tskew,2.400749342
2.5,3,4,2,em_t,2.458654279
2.5,3,4,3,cloudy,2.229334631
2.5,3,4,3,umbrella,0.534776845
2.5,3,4,3,em_tskew,2.354404842
2.5,3,4,3,em_t,2.433263417
2.5,3,5,1,cloudy,2.23914092
2.5,3,5,1,umbrella,0.531028331
2.5,3,5,1,em_tskew,2.394152287
2.5,3,5,1,em_t,2.453989547
2.5,3,5,2,cloudy,2.268183666
2.5,3,5,2,umbrella,0.52915933
2.5,3,5,2,em_tskew,2.440698395
2.5,3,5,2,em_t,2.493140455
2.5,3,5,3,cloudy,2.253794929
2.5,3,5,3,umbrella,0.51961413
2.5,3,5,3,em_tskew,2.383795148
2.5,3,5,3,em_t,2.465104022
2.5,4,1,1,cloudy,1.897786874
2.5,4,1,1,umbrella,0.663879683
2.5,4,1,1,em_tskew,2.237734121
2.5,4,1,1,em_t,2.319222734
2.5,4,1,2,cloudy,1.920388612
2.5,4,1,2,umbrella,0.653926467
2.5,4,1,2,em_tskew,2.298095188
2.5,4,1,2,em_t,2.373007557
2.5,4,1,3,cloudy,1.883874758
2.5,4,1,3,umbrella,0.681811671
2.5,4,1,3,em_tskew,2.212287455
2.5,4,1,3,em_t,2.283272782
2.5,4,2,1,cloudy,1.878952681
2.5,4,2,1,umbrella,0.663200104
2.5,4,2,1,em_tskew,2.235393843
2.5,4,2,1,em_t,2.302085218
2.5,4,2,2,cloudy,1.881574774
2.5,4,2,2,umbrella,0.671190013
2.5,4,2,2,em_tskew,2.285727976
2.5,4,2,2,em_t,2.339249077
2.5,4,2,3,cloudy,1.909530005
2.5,4,2,3,umbrella,0.668552134
2.5,4,2,3,em_tskew,2.311121424
2.5,4,2,3,em_t,2.374618296
2.5,4,3,1,cloudy,1.891800823
2.5,4,3,1,umbrella,0.650950132
2.5,4,3,1,em_tskew,2.215490386
2.5,4,3,1,em_t,2.287696481
2.5,4,3,2,cloudy,1.866914143
2.5,4,3,2,umbrella,0.661454734
2.5,4,3,2,em_tskew,2.247150386
2.5,4,3,2,em_t,2.314657674
2.5,4,3,3,cloudy,1.842000686
2.5,4,3,3,umbrella,0.652773286
2.5,4,3,3,em_tskew,2.153734146
2.5,4,3,3,em_t,2.215032196
2.5,4,4,1,cloudy,1.898454208
2.5,4,4,1,umbrella,0.662036186
2.5,4,4,1,em_tskew,2.264326381
2.5,4,4,1,em_t,2.320240028
2.5,4,4,2,cloudy,1.878625402
2.5,4,4,2,umbrella,0.667674385
2.5,4,4,2,em_tskew,2.213658884
2.5,4,4,2,em_t,2.287696481
2.5,4,4,3,cloudy,1.87307799
2.5,4,4,3,umbrella,0.653349711
2.5,4,4,3,em_tskew,2.204551353
2.5,4,4,3,em_t,2.299589584
2.5,4,5,1,cloudy,1.890806623
2.5,4,5,1,umbrella,0.632428446
2.5,4,5,1,em_tskew,2.254747764
2.5,4,5,1,em_t,2.3227878
2.5,4,5,2,cloudy,1.878952681
2.5,4,5,2,umbrella,0.639606414
2.5,4,5,2,em_tskew,2.240079888
2.5,4,5,2,em_t,2.311625838
2.5,4,5,3,cloudy,1.863685209
2.5,4,5,3,umbrella,0.678652734
2.5,4,5,3,em_tskew,2.231660755
2.5,4,5,3,em_t,2.294121015
